open;close;high;low;value;volume;begin;end
173.2;171.2;173.2;170.77;5719832547.9;33314310;2017-02-08 00:00:00;2017-02-08 23:59:59
171.91;168.8;172.67;167.84;8265496689.9;48730500;2017-02-09 00:00:00;2017-02-09 23:59:59
169.05;165.5;170.45;165.4;9906222029.1;59337100;2017-02-10 00:00:00;2017-02-10 23:59:59
166.05;164.7;167.05;163.5;8747119742.3;53028170;2017-02-13 00:00:00;2017-02-13 23:59:59
164.99;162.7;165.14;162.01;8876852540.2;54466800;2017-02-14 00:00:00;2017-02-14 23:59:59
162.27;163.5;165.57;160.0;11242527834.7;68808530;2017-02-15 00:00:00;2017-02-15 23:59:59
164.4;166.49;166.5;162.21;7301058057.2;44328980;2017-02-16 00:00:00;2017-02-16 23:59:59
166.48;165.49;167.12;164.42;5402840339.5;32616900;2017-02-17 00:00:00;2017-02-17 23:59:59
166.4;165.44;166.69;163.93;4461326090.5;26986270;2017-02-20 00:00:00;2017-02-20 23:59:59
165.11;167.0;168.38;164.8;6625621596.3;39649880;2017-02-21 00:00:00;2017-02-21 23:59:59
167.5;165.9;168.3;164.35;6767903223.5;40662980;2017-02-22 00:00:00;2017-02-22 23:59:59
166.53;165.51;168.02;165.03;4941136901.3;29704800;2017-02-24 00:00:00;2017-02-24 23:59:59
166.01;160.95;166.34;160.62;6832437625.0;41947190;2017-02-27 00:00:00;2017-02-27 23:59:59
161.05;156.0;161.19;155.7;10715464371.7;67919290;2017-02-28 00:00:00;2017-02-28 23:59:59
155.65;160.0;160.92;155.65;9933849228.5;62258970;2017-03-01 00:00:00;2017-03-01 23:59:59
161.39;163.4;164.3;160.33;10627718572.8;65453580;2017-03-02 00:00:00;2017-03-02 23:59:59
162.95;164.4;164.89;161.61;6251135565.2;38242710;2017-03-03 00:00:00;2017-03-03 23:59:59
164.5;162.0;165.99;162.0;6051572005.1;36845090;2017-03-06 00:00:00;2017-03-06 23:59:59
162.41;160.98;162.41;158.9;7207037205.9;44866990;2017-03-07 00:00:00;2017-03-07 23:59:59
159.22;156.2;160.84;155.23;10053776691.9;63696720;2017-03-09 00:00:00;2017-03-09 23:59:59
157.32;157.5;159.4;155.55;8097090719.7;51296630;2017-03-10 00:00:00;2017-03-10 23:59:59
157.49;158.92;159.87;155.86;5408217253.6;34087370;2017-03-13 00:00:00;2017-03-13 23:59:59
159.5;157.42;160.75;157.02;9425744051.6;59200290;2017-03-14 00:00:00;2017-03-14 23:59:59
158.05;156.2;159.67;156.06;7697717656.1;48858400;2017-03-15 00:00:00;2017-03-15 23:59:59
157.82;158.35;159.85;157.82;10847183757.8;68322520;2017-03-16 00:00:00;2017-03-16 23:59:59
158.55;161.15;162.85;158.17;10530193716.3;65470090;2017-03-17 00:00:00;2017-03-17 23:59:59
161.57;163.8;164.05;160.61;6756721100.8;41497240;2017-03-20 00:00:00;2017-03-20 23:59:59
164.5;162.98;165.49;162.25;6540331822.4;39831880;2017-03-21 00:00:00;2017-03-21 23:59:59
162.01;162.92;162.92;159.75;6586523211.4;40877170;2017-03-22 00:00:00;2017-03-22 23:59:59
163.5;164.15;164.84;162.1;6332000331.6;38722220;2017-03-23 00:00:00;2017-03-23 23:59:59
164.0;164.52;165.9;163.07;5442276482.8;33041260;2017-03-24 00:00:00;2017-03-24 23:59:59
163.03;162.69;163.37;161.1;5747342963.7;35418700;2017-03-27 00:00:00;2017-03-27 23:59:59
163.5;163.66;164.1;162.05;4971819967.0;30489200;2017-03-28 00:00:00;2017-03-28 23:59:59
164.0;163.22;164.9;162.37;4275633841.6;26160370;2017-03-29 00:00:00;2017-03-29 23:59:59
163.32;163.5;164.1;161.9;3981999668.3;24410850;2017-03-30 00:00:00;2017-03-30 23:59:59
163.4;159.8;163.7;159.51;5094871408.6;31639970;2017-03-31 00:00:00;2017-03-31 23:59:59
160.77;161.8;162.94;159.84;5287146510.1;32726400;2017-04-03 00:00:00;2017-04-03 23:59:59
161.37;163.5;163.95;160.7;3789024448.8;23333230;2017-04-04 00:00:00;2017-04-04 23:59:59
164.33;168.1;168.45;163.82;9623815655.2;57753380;2017-04-05 00:00:00;2017-04-05 23:59:59
167.54;167.49;168.19;166.41;4090698387.9;24422020;2017-04-06 00:00:00;2017-04-06 23:59:59
166.12;161.49;166.84;160.71;9744745429.1;59739010;2017-04-07 00:00:00;2017-04-07 23:59:59
161.0;155.2;161.39;154.51;11548278934.7;73718410;2017-04-10 00:00:00;2017-04-10 23:59:59
155.2;156.0;158.59;154.61;8379332854.4;53342100;2017-04-11 00:00:00;2017-04-11 23:59:59
157.0;150.28;157.44;150.28;8168758811.2;53279800;2017-04-12 00:00:00;2017-04-12 23:59:59
151.57;152.0;153.35;149.7;10616261149.1;70013640;2017-04-13 00:00:00;2017-04-13 23:59:59
150.42;149.24;152.25;148.6;3772556350.9;25092420;2017-04-14 00:00:00;2017-04-14 23:59:59
149.44;153.99;154.2;147.62;7312223641.2;48418090;2017-04-17 00:00:00;2017-04-17 23:59:59
154.44;153.4;155.59;152.15;9373104156.1;60882590;2017-04-18 00:00:00;2017-04-18 23:59:59
153.18;153.6;155.38;152.36;6006368511.9;38955390;2017-04-19 00:00:00;2017-04-19 23:59:59
153.0;158.21;158.4;152.26;9967956368.9;64127430;2017-04-20 00:00:00;2017-04-20 23:59:59
158.74;159.59;160.3;157.8;9113848242.0;57187090;2017-04-21 00:00:00;2017-04-21 23:59:59
161.09;162.5;163.43;161.0;7795803533.7;48021380;2017-04-24 00:00:00;2017-04-24 23:59:59
163.0;162.55;163.53;161.31;6588171646.1;40534410;2017-04-25 00:00:00;2017-04-25 23:59:59
163.08;165.05;165.8;161.7;8068611971.9;49259630;2017-04-26 00:00:00;2017-04-26 23:59:59
164.99;164.69;165.79;163.27;7193390744.4;43712420;2017-04-27 00:00:00;2017-04-27 23:59:59
165.5;165.2;166.0;163.91;6771043231.3;40999710;2017-04-28 00:00:00;2017-04-28 23:59:59
166.0;166.64;168.34;165.01;7109603271.5;42498180;2017-05-02 00:00:00;2017-05-02 23:59:59
166.3;164.71;166.5;163.63;5532940128.1;33570350;2017-05-03 00:00:00;2017-05-03 23:59:59
164.62;165.5;167.4;163.78;6238052591.8;37623080;2017-05-04 00:00:00;2017-05-04 23:59:59
164.22;165.8;166.6;164.0;5861269525.6;35495540;2017-05-05 00:00:00;2017-05-05 23:59:59
167.0;170.8;170.8;166.41;7853777784.0;46474510;2017-05-10 00:00:00;2017-05-10 23:59:59
171.0;169.97;172.39;168.84;9667508132.2;56593530;2017-05-11 00:00:00;2017-05-11 23:59:59
169.75;167.7;170.43;166.85;6286902322.8;37355540;2017-05-12 00:00:00;2017-05-12 23:59:59
168.5;171.35;171.68;167.89;8000111823.7;47099400;2017-05-15 00:00:00;2017-05-15 23:59:59
170.97;170.66;172.0;169.98;6359705115.8;37205990;2017-05-16 00:00:00;2017-05-16 23:59:59
169.8;169.24;170.63;168.17;5972642510.9;35218260;2017-05-17 00:00:00;2017-05-17 23:59:59
168.41;166.5;169.17;164.7;9558033922.9;57482410;2017-05-18 00:00:00;2017-05-18 23:59:59
167.48;168.87;170.08;165.71;6132186211.4;36552330;2017-05-19 00:00:00;2017-05-19 23:59:59
170.5;168.03;170.5;167.14;5002659619.9;29679120;2017-05-22 00:00:00;2017-05-22 23:59:59
167.87;166.31;168.3;165.4;6593755611.6;39501140;2017-05-23 00:00:00;2017-05-23 23:59:59
166.8;165.7;168.48;162.51;7755908057.5;46891970;2017-05-24 00:00:00;2017-05-24 23:59:59
166.5;164.05;166.95;163.53;5674501383.3;34373440;2017-05-25 00:00:00;2017-05-25 23:59:59
163.8;160.7;163.8;160.62;7439429996.2;46062750;2017-05-26 00:00:00;2017-05-26 23:59:59
161.0;163.9;164.22;160.69;4678437609.3;28741460;2017-05-29 00:00:00;2017-05-29 23:59:59
163.15;161.64;163.45;161.17;3676741724.7;22672890;2017-05-30 00:00:00;2017-05-30 23:59:59
161.6;155.93;161.6;155.03;11701550678.4;74365770;2017-05-31 00:00:00;2017-05-31 23:59:59
156.4;153.0;156.76;152.72;7814012596.7;50590080;2017-06-01 00:00:00;2017-06-01 23:59:59
153.0;157.14;157.14;151.62;10112574850.5;65420920;2017-06-02 00:00:00;2017-06-02 23:59:59
157.1;154.7;158.89;154.43;7623722591.3;48595070;2017-06-05 00:00:00;2017-06-05 23:59:59
154.49;152.8;156.0;152.11;5331165014.9;34673910;2017-06-06 00:00:00;2017-06-06 23:59:59
153.3;152.82;155.11;151.75;6710167151.8;43663590;2017-06-07 00:00:00;2017-06-07 23:59:59
153.16;151.93;153.43;148.25;10234476574.8;67991950;2017-06-08 00:00:00;2017-06-08 23:59:59
151.41;150.13;153.75;150.12;6868686564.2;45312560;2017-06-09 00:00:00;2017-06-09 23:59:59
145.35;146.0;147.3;145.0;7800680365.8;53389650;2017-06-13 00:00:00;2017-06-13 23:59:59
145.65;143.0;145.65;142.81;8399759584.7;58225630;2017-06-14 00:00:00;2017-06-14 23:59:59
141.94;139.0;142.21;136.2;25298287188.4;183326250;2017-06-15 00:00:00;2017-06-15 23:59:59
139.65;141.63;142.8;139.02;11234952215.4;79690200;2017-06-16 00:00:00;2017-06-16 23:59:59
142.5;145.0;145.15;141.8;7954274311.3;55251940;2017-06-19 00:00:00;2017-06-19 23:59:59
145.2;144.9;147.1;143.5;8611404258.6;58990950;2017-06-20 00:00:00;2017-06-20 23:59:59
144.16;143.49;144.99;142.77;6907295034.7;48036300;2017-06-21 00:00:00;2017-06-21 23:59:59
142.39;144.25;145.69;141.78;7843783759.4;54360770;2017-06-22 00:00:00;2017-06-22 23:59:59
144.4;144.1;146.0;143.62;6126589053.9;42333900;2017-06-23 00:00:00;2017-06-23 23:59:59
144.85;144.49;146.49;143.81;6705611153.0;46189970;2017-06-26 00:00:00;2017-06-26 23:59:59
144.05;147.1;147.2;143.4;7436593075.2;51070850;2017-06-27 00:00:00;2017-06-27 23:59:59
146.2;145.5;146.45;144.71;6695923001.6;45975150;2017-06-28 00:00:00;2017-06-28 23:59:59
146.51;143.8;146.83;143.2;7089870660.9;48806780;2017-06-29 00:00:00;2017-06-29 23:59:59
143.2;145.59;146.73;142.88;9782692507.9;67210520;2017-06-30 00:00:00;2017-06-30 23:59:59
146.65;147.5;148.3;146.22;5655804978.8;38410910;2017-07-03 00:00:00;2017-07-03 23:59:59
147.5;149.39;149.8;147.11;5979632355.9;40165050;2017-07-04 00:00:00;2017-07-04 23:59:59
149.39;148.96;149.79;147.89;7176145870.6;48191260;2017-07-05 00:00:00;2017-07-05 23:59:59
149.2;150.35;151.03;148.9;7747127175.5;51568300;2017-07-06 00:00:00;2017-07-06 23:59:59
149.65;152.16;152.5;149.06;8634577444.2;57150370;2017-07-07 00:00:00;2017-07-07 23:59:59
152.48;155.0;155.34;152.36;9810656700.2;63627110;2017-07-10 00:00:00;2017-07-10 23:59:59
155.55;156.91;157.0;154.95;8930678023.5;57224430;2017-07-11 00:00:00;2017-07-11 23:59:59
157.53;160.85;160.99;157.5;11246061319.3;70426950;2017-07-12 00:00:00;2017-07-12 23:59:59
161.46;159.94;162.62;158.34;11501665989.3;71818670;2017-07-13 00:00:00;2017-07-13 23:59:59
159.9;161.4;162.26;159.43;7029017854.2;43599590;2017-07-14 00:00:00;2017-07-14 23:59:59
161.8;161.98;163.1;159.82;6484399938.7;40217710;2017-07-17 00:00:00;2017-07-17 23:59:59
162.0;161.7;162.99;160.88;5899017037.7;36470090;2017-07-18 00:00:00;2017-07-18 23:59:59
161.3;164.34;164.34;160.53;9184589048.0;56474420;2017-07-19 00:00:00;2017-07-19 23:59:59
164.06;163.93;164.91;163.47;6885473178.6;41944460;2017-07-20 00:00:00;2017-07-20 23:59:59
163.99;162.1;163.99;161.72;5698252930.7;35022910;2017-07-21 00:00:00;2017-07-21 23:59:59
161.21;161.33;162.33;158.6;9238717282.1;57495790;2017-07-24 00:00:00;2017-07-24 23:59:59
161.66;160.22;162.3;159.92;6948155291.2;43210700;2017-07-25 00:00:00;2017-07-25 23:59:59
160.71;161.55;162.31;160.12;6873477732.4;42613080;2017-07-26 00:00:00;2017-07-26 23:59:59
162.41;166.0;166.0;162.4;9084783029.6;55346350;2017-07-27 00:00:00;2017-07-27 23:59:59
165.37;165.4;165.75;163.15;8239426338.6;50132670;2017-07-28 00:00:00;2017-07-28 23:59:59
165.53;164.53;167.35;163.88;9216446332.4;55781520;2017-07-31 00:00:00;2017-07-31 23:59:59
165.5;166.31;168.0;165.3;9250912286.6;55355180;2017-08-01 00:00:00;2017-08-01 23:59:59
166.6;169.9;169.94;166.54;9333571917.6;55341010;2017-08-02 00:00:00;2017-08-02 23:59:59
170.0;170.0;170.98;169.17;9574768188.3;56318760;2017-08-03 00:00:00;2017-08-03 23:59:59
169.49;169.73;170.0;168.6;4613134895.7;27204000;2017-08-04 00:00:00;2017-08-04 23:59:59
170.47;172.79;172.95;170.38;6110748025.5;35533610;2017-08-07 00:00:00;2017-08-07 23:59:59
173.0;175.75;175.88;172.66;8806524274.8;50529650;2017-08-08 00:00:00;2017-08-08 23:59:59
174.8;173.4;175.2;172.8;8522505060.2;49021230;2017-08-09 00:00:00;2017-08-09 23:59:59
173.75;172.2;174.16;172.01;5194393409.9;30020500;2017-08-10 00:00:00;2017-08-10 23:59:59
171.26;172.05;172.49;168.64;10364213054.1;60812390;2017-08-11 00:00:00;2017-08-11 23:59:59
173.0;172.51;173.77;171.37;5339481719.5;30902070;2017-08-14 00:00:00;2017-08-14 23:59:59
172.31;172.33;172.72;170.46;5211983477.8;30384890;2017-08-15 00:00:00;2017-08-15 23:59:59
172.95;173.05;175.3;172.83;7287122720.5;41837570;2017-08-16 00:00:00;2017-08-16 23:59:59
172.5;172.72;173.99;172.27;4513165987.6;26052310;2017-08-17 00:00:00;2017-08-17 23:59:59
171.71;169.5;171.71;168.13;8890463726.8;52379100;2017-08-18 00:00:00;2017-08-18 23:59:59
169.77;169.9;170.69;168.5;6238468270.8;36731730;2017-08-21 00:00:00;2017-08-21 23:59:59
171.2;171.0;171.7;169.7;6465128071.4;37858620;2017-08-22 00:00:00;2017-08-22 23:59:59
171.0;175.3;175.3;170.98;9627578520.5;55467190;2017-08-23 00:00:00;2017-08-23 23:59:59
175.5;179.8;179.94;175.3;14044293824.0;78590210;2017-08-24 00:00:00;2017-08-24 23:59:59
180.85;180.51;182.25;179.6;12440671465.5;68786620;2017-08-25 00:00:00;2017-08-25 23:59:59
180.6;181.85;181.85;179.2;5055616286.3;27960960;2017-08-28 00:00:00;2017-08-28 23:59:59
182.0;181.89;182.0;179.51;8319540730.1;46130680;2017-08-29 00:00:00;2017-08-29 23:59:59
182.5;183.5;184.48;180.85;8882331416.9;48548970;2017-08-30 00:00:00;2017-08-30 23:59:59
182.99;183.51;186.33;181.71;11869911146.0;64267180;2017-08-31 00:00:00;2017-08-31 23:59:59
183.85;183.66;185.33;182.02;6320541804.0;34360100;2017-09-01 00:00:00;2017-09-01 23:59:59
181.51;184.1;185.27;180.93;4711229335.5;25717510;2017-09-04 00:00:00;2017-09-04 23:59:59
184.39;184.14;185.59;183.33;6327488789.8;34342180;2017-09-05 00:00:00;2017-09-05 23:59:59
183.25;183.12;183.73;181.47;6113254317.9;33518200;2017-09-06 00:00:00;2017-09-06 23:59:59
183.47;184.0;185.25;183.32;8419722993.1;45668560;2017-09-07 00:00:00;2017-09-07 23:59:59
184.1;185.89;187.43;183.77;11256739559.0;60690500;2017-09-08 00:00:00;2017-09-08 23:59:59
186.7;190.5;191.3;186.51;11688734683.6;61682280;2017-09-11 00:00:00;2017-09-11 23:59:59
191.03;189.32;192.31;188.14;9573649158.0;50535740;2017-09-12 00:00:00;2017-09-12 23:59:59
189.32;189.1;190.95;188.4;9062166438.5;47811940;2017-09-13 00:00:00;2017-09-13 23:59:59
189.0;188.64;189.39;186.0;7136047587.4;38052220;2017-09-14 00:00:00;2017-09-14 23:59:59
188.73;188.75;189.3;186.72;8426981292.5;44784370;2017-09-15 00:00:00;2017-09-15 23:59:59
189.56;188.04;190.37;187.31;5576643004.0;29580440;2017-09-18 00:00:00;2017-09-18 23:59:59
187.68;184.85;187.72;184.55;7684352559.8;41401170;2017-09-19 00:00:00;2017-09-19 23:59:59
184.5;186.47;186.47;182.65;9221486589.1;50034550;2017-09-20 00:00:00;2017-09-20 23:59:59
186.4;187.38;188.37;183.8;7749064795.6;41621350;2017-09-21 00:00:00;2017-09-21 23:59:59
187.35;187.55;188.77;186.77;7011588236.0;37307660;2017-09-22 00:00:00;2017-09-22 23:59:59
187.37;191.2;191.38;186.37;12166229937.5;64177070;2017-09-25 00:00:00;2017-09-25 23:59:59
191.56;192.54;195.0;191.54;15914348284.3;82080300;2017-09-26 00:00:00;2017-09-26 23:59:59
192.94;193.7;194.29;191.2;10618991613.5;55030940;2017-09-27 00:00:00;2017-09-27 23:59:59
193.68;191.96;194.3;191.53;7542998039.0;39113080;2017-09-28 00:00:00;2017-09-28 23:59:59
192.0;192.33;192.94;190.8;5060521165.2;26325570;2017-09-29 00:00:00;2017-09-29 23:59:59
192.76;193.0;194.1;191.1;6933205489.9;35954810;2017-10-02 00:00:00;2017-10-02 23:59:59
193.28;192.5;193.87;192.13;5533682367.3;28657490;2017-10-03 00:00:00;2017-10-03 23:59:59
192.49;192.03;192.59;191.22;5091932728.1;26536580;2017-10-04 00:00:00;2017-10-04 23:59:59
192.0;193.74;193.93;189.06;9467430262.4;49466550;2017-10-05 00:00:00;2017-10-05 23:59:59
194.3;194.16;196.42;193.67;10227435466.8;52399740;2017-10-06 00:00:00;2017-10-06 23:59:59
194.2;194.0;194.9;192.58;5373260236.2;27756660;2017-10-09 00:00:00;2017-10-09 23:59:59
194.3;193.21;194.45;192.95;3453485572.4;17832400;2017-10-10 00:00:00;2017-10-10 23:59:59
193.95;195.83;196.75;193.56;11337850688.3;58002000;2017-10-11 00:00:00;2017-10-11 23:59:59
195.85;195.51;196.75;194.95;6850694986.5;34969250;2017-10-12 00:00:00;2017-10-12 23:59:59
195.62;196.48;197.29;195.2;5962001329.7;30338910;2017-10-13 00:00:00;2017-10-13 23:59:59
197.53;197.7;198.52;196.7;5333954891.7;26979280;2017-10-16 00:00:00;2017-10-16 23:59:59
197.3;197.2;198.0;196.07;5170771493.8;26239760;2017-10-17 00:00:00;2017-10-17 23:59:59
197.5;195.31;197.89;194.01;8523636778.7;43547040;2017-10-18 00:00:00;2017-10-18 23:59:59
195.26;192.2;195.69;191.81;7802313456.9;40359720;2017-10-19 00:00:00;2017-10-19 23:59:59
193.6;192.97;194.14;192.23;5602132932.1;29002730;2017-10-20 00:00:00;2017-10-20 23:59:59
193.41;192.34;193.64;190.82;5174666170.8;26949880;2017-10-23 00:00:00;2017-10-23 23:59:59
191.64;192.5;192.92;190.13;5416523676.0;28262140;2017-10-24 00:00:00;2017-10-24 23:59:59
193.0;192.04;194.37;192.04;6243911711.2;32303420;2017-10-25 00:00:00;2017-10-25 23:59:59
192.65;192.75;193.5;190.72;4929054253.0;25634660;2017-10-26 00:00:00;2017-10-26 23:59:59
193.53;196.05;196.18;192.87;9095128102.3;46796590;2017-10-27 00:00:00;2017-10-27 23:59:59
196.32;195.0;197.7;195.0;6277844957.200003;31936710;2017-10-30 00:00:00;2017-10-30 20:30:00
194.81;193.8;196.36;193.8;5001491660.8;25643690;2017-10-31 00:00:00;2017-10-31 23:59:59
194.49;194.05;197.05;193.33;7883144194.5;40292630;2017-11-01 00:00:00;2017-11-01 23:59:59
193.78;193.85;195.12;192.38;6542124745.6;33747050;2017-11-02 00:00:00;2017-11-02 23:59:59
194.77;193.8;195.75;193.2;5948715074.4;30615880;2017-11-03 00:00:00;2017-11-03 23:59:59
196.5;205.96;206.7;195.56;27335227905.6;135174410;2017-11-07 00:00:00;2017-11-07 23:59:59
205.95;209.09;211.77;204.06;18463478162.5;88294790;2017-11-08 00:00:00;2017-11-08 23:59:59
209.51;220.05;221.5;209.12;25131078100.0;116648980;2017-11-09 00:00:00;2017-11-09 23:59:59
221.0;217.7;229.4;216.61;31904349106.4;143570000;2017-11-10 00:00:00;2017-11-10 23:59:59
217.7;216.61;223.99;215.78;11138678402.6;50943980;2017-11-13 00:00:00;2017-11-13 23:59:59
216.5;221.4;222.2;215.96;10103261935.0;45905390;2017-11-14 00:00:00;2017-11-14 23:59:59
222.5;225.95;227.75;221.54;16229168442.8;72212510;2017-11-15 00:00:00;2017-11-15 23:59:59
227.79;227.5;228.58;219.09;19176265125.3;85863110;2017-11-16 00:00:00;2017-11-16 23:59:59
227.9;225.65;228.0;224.1;8573514177.6;37958790;2017-11-17 00:00:00;2017-11-17 23:59:59
225.7;224.6;225.97;223.16;4231160320.3;18853280;2017-11-20 00:00:00;2017-11-20 23:59:59
225.5;231.0;232.99;224.07;17837960781.3;77573460;2017-11-21 00:00:00;2017-11-21 23:59:59
231.89;230.25;233.95;228.38;10595939291.9;45932160;2017-11-22 00:00:00;2017-11-22 23:59:59
230.26;225.56;230.99;225.06;9330357961.4;41140440;2017-11-23 00:00:00;2017-11-23 23:59:59
225.4;228.0;228.0;222.15;9997172091.8;44277250;2017-11-24 00:00:00;2017-11-24 23:59:59
228.4;226.76;229.04;225.0;5436342465.1;24026270;2017-11-27 00:00:00;2017-11-27 23:59:59
221.0;230.0;230.0;221.0;9262559734.9;40901370;2017-11-28 00:00:00;2017-11-28 23:59:59
230.1;228.2;231.5;226.7;7856818233.2;34340960;2017-11-29 00:00:00;2017-11-29 23:59:59
228.0;224.35;228.92;222.35;10404361757.6;46122870;2017-11-30 00:00:00;2017-11-30 23:59:59
224.5;221.5;225.76;220.76;8919211002.8;39983910;2017-12-01 00:00:00;2017-12-01 23:59:59
222.0;224.6;226.0;219.55;10084238647.7;45155240;2017-12-04 00:00:00;2017-12-04 23:59:59
224.0;223.91;224.55;222.0;6225542245.0;27885630;2017-12-05 00:00:00;2017-12-05 23:59:59
222.65;223.75;224.9;221.57;5176844772.0;23136530;2017-12-06 00:00:00;2017-12-06 23:59:59
223.83;219.81;224.79;219.23;8479226905.0;38228880;2017-12-07 00:00:00;2017-12-07 23:59:59
219.9;220.89;223.0;219.61;6278494763.3;28324950;2017-12-08 00:00:00;2017-12-08 23:59:59
221.4;227.69;227.69;221.1;7755866513.4;34539660;2017-12-11 00:00:00;2017-12-11 23:59:59
229.0;227.9;230.5;226.11;9044519248.300009;39739590;2017-12-12 00:00:00;2017-12-12 20:30:00
227.3;221.8;228.33;220.54;13761226490.9;61576220;2017-12-13 00:00:00;2017-12-13 23:59:59
222.11;229.9;229.9;221.1;12545681252.0;55632890;2017-12-14 00:00:00;2017-12-14 23:59:59
228.9;226.53;229.79;225.57;9655337244.7;42529200;2017-12-15 00:00:00;2017-12-15 23:59:59
227.49;227.4;228.9;225.7;5575586274.9;24519570;2017-12-18 00:00:00;2017-12-18 23:59:59
227.99;224.1;228.5;223.5;7890943719.4;34991830;2017-12-19 00:00:00;2017-12-19 23:59:59
224.28;226.0;226.68;222.7;7701499395.7;34199080;2017-12-20 00:00:00;2017-12-20 23:59:59
226.46;223.6;227.39;222.35;7806001248.3;34750260;2017-12-21 00:00:00;2017-12-21 23:59:59
223.68;221.44;224.64;221.12;4796035917.1;21524310;2017-12-22 00:00:00;2017-12-22 23:59:59
222.22;223.3;223.9;221.65;2494220546.4;11183210;2017-12-25 00:00:00;2017-12-25 23:59:59
223.9;223.57;223.98;221.0;2738568877.0;12303590;2017-12-26 00:00:00;2017-12-26 23:59:59
224.01;226.98;227.2;223.1;6777830976.7;30101220;2017-12-27 00:00:00;2017-12-27 23:59:59
226.9;224.2;227.17;223.0;5412389520.1;24078940;2017-12-28 00:00:00;2017-12-28 23:59:59
224.12;225.2;226.2;223.27;4258427864.1;18919860;2017-12-29 00:00:00;2017-12-29 23:59:59
226.88;231.9;232.7;226.35;7965492945.5;34549620;2018-01-03 00:00:00;2018-01-03 23:59:59
232.13;238.8;239.5;231.0;12636680510.3;53598520;2018-01-04 00:00:00;2018-01-04 23:59:59
238.89;238.6;239.95;236.7;7522344750.8;31579190;2018-01-05 00:00:00;2018-01-05 23:59:59
239.03;240.4;243.76;239.01;12838380465.3;53172330;2018-01-09 00:00:00;2018-01-09 23:59:59
240.4;237.76;241.25;237.06;9385276735.3;39371720;2018-01-10 00:00:00;2018-01-10 23:59:59
237.76;239.0;240.88;235.21;10274507103.4;43067630;2018-01-11 00:00:00;2018-01-11 23:59:59
238.92;237.75;239.0;236.05;7339741596.7;30895860;2018-01-12 00:00:00;2018-01-12 23:59:59
239.0;238.85;240.97;238.0;6151337444.2;25681720;2018-01-15 00:00:00;2018-01-15 23:59:59
239.01;239.64;240.0;236.01;6069314437.4;25475380;2018-01-16 00:00:00;2018-01-16 23:59:59
238.62;239.82;239.82;236.53;7276929107.2;30522070;2018-01-17 00:00:00;2018-01-17 23:59:59
240.5;245.5;246.69;240.0;15651374942.1;64156650;2018-01-18 00:00:00;2018-01-18 23:59:59
245.15;242.45;245.98;240.68;9462424478.8;38996990;2018-01-19 00:00:00;2018-01-19 23:59:59
242.97;243.99;244.89;241.41;6102771561.7;25098970;2018-01-22 00:00:00;2018-01-22 23:59:59
244.77;244.4;246.25;241.67;10724474488.7;43978210;2018-01-23 00:00:00;2018-01-23 23:59:59
244.2;247.53;247.53;242.32;7647834295.8;31180190;2018-01-24 00:00:00;2018-01-24 23:59:59
247.9;250.64;251.65;247.58;13740592645.9;54995210;2018-01-25 00:00:00;2018-01-25 23:59:59
249.3;247.0;251.23;245.93;8754426151.2;35231900;2018-01-26 00:00:00;2018-01-26 23:59:59
247.5;250.48;250.79;246.0;12259122499.7;49186400;2018-01-29 00:00:00;2018-01-29 23:59:59
248.53;257.8;258.96;247.91;16754724883.5;65622240;2018-01-30 00:00:00;2018-01-30 23:59:59
257.5;264.5;264.79;255.7;16694138298.3;63707920;2018-01-31 00:00:00;2018-01-31 23:59:59
265.0;263.2;270.3;260.6;19395482749.2;73041240;2018-02-01 00:00:00;2018-02-01 23:59:59
263.69;257.32;264.83;256.2;16805694656.1;64657160;2018-02-02 00:00:00;2018-02-02 23:59:59
254.85;255.64;258.29;252.6;11768053139.0;45926950;2018-02-05 00:00:00;2018-02-05 23:59:59
250.0;258.94;262.55;248.1;21953001683.1;85982110;2018-02-06 00:00:00;2018-02-06 23:59:59
263.9;257.58;264.37;256.26;13917928181.3;53641050;2018-02-07 00:00:00;2018-02-07 23:59:59
256.4;253.19;259.76;253.19;9527070895.6;37198300;2018-02-08 00:00:00;2018-02-08 23:59:59
249.03;250.11;252.89;244.13;20370941955.7;81984710;2018-02-09 00:00:00;2018-02-09 23:59:59
253.0;255.05;256.36;251.67;10645020978.5;41817940;2018-02-12 00:00:00;2018-02-12 23:59:59
255.87;258.3;258.62;254.7;11238470863.2;43733360;2018-02-13 00:00:00;2018-02-13 23:59:59
259.07;262.03;263.37;257.26;15763726021.8;60442410;2018-02-14 00:00:00;2018-02-14 23:59:59
267.53;264.58;268.77;264.0;16211373017.0;60907490;2018-02-15 00:00:00;2018-02-15 23:59:59
265.97;266.99;267.97;263.11;13788133927.1;51931210;2018-02-16 00:00:00;2018-02-16 23:59:59
267.0;266.85;270.0;265.3;6458738857.4;24171390;2018-02-19 00:00:00;2018-02-19 23:59:59
266.85;267.22;267.8;264.72;6594929915.5;24750090;2018-02-20 00:00:00;2018-02-20 23:59:59
266.05;279.2;279.2;266.05;19223116848.6;70374070;2018-02-21 00:00:00;2018-02-21 23:59:59
277.99;277.49;279.5;275.52;14071809465.999998;50751740;2018-02-22 00:00:00;2018-02-22 20:30:00
279.0;279.97;285.0;278.59;19103957521.4;67733260;2018-02-26 00:00:00;2018-02-26 23:59:59
